-1.046028343534867986e+02,2.148892326601452396e+01
-1.046027419983996083e+02,2.148890585578684309e+01
-1.046026338684781791e+02,2.148892153091195922e+01
-1.046025052546195013e+02,2.148888982407699189e+01
-1.046025614795580907e+02,2.148892635952669750e+01
-1.046027996561079050e+02,2.148889706405070044e+01
-1.046028681663193822e+02,2.148887570659488944e+01
-1.046025954583966069e+02,2.148888801030833307e+01
-1.046027078484964221e+02,2.148886491449116320e+01
-1.046027439025097436e+02,2.148885573731099186e+01
-1.046028182204893540e+02,2.148886534084855526e+01
-1.046026365202185815e+02,2.148885741176759012e+01
-1.046025060368663588e+02,2.148883773838196376e+01
-1.046025916028475109e+02,2.148882334792862281e+01
-1.046026696532090341e+02,2.148882781245104923e+01
-1.046028916299849527e+02,2.148883280102777604e+01
-1.046028033786257510e+02,2.148883841230078318e+01
-1.046027065444120439e+02,2.148880660110599550e+01
-1.046028383413253806e+02,2.148882572366466803e+01
-1.046027823171200168e+02,2.148885367999379525e+01
-1.046027569030715370e+02,2.148879319539111066e+01
-1.046026116967867381e+02,2.148878013056322445e+01
-1.046028209213950220e+02,2.148876774366189579e+01
-1.046028933959926661e+02,2.148878123391597939e+01
-1.046026477158911234e+02,2.148875509434754960e+01
-1.046025090411781235e+02,2.148875851498593548e+01
-1.046025618045330958e+02,2.148875184792582260e+01
-1.046027754406364778e+02,2.148876218863217602e+01
-1.046027260372121077e+02,2.148875217529898407e+01
-1.046028451801275452e+02,2.148875445122214245e+01
-1.046028195579126390e+02,2.148872506935654769e+01
-1.046027492696071448e+02,2.148870295461296109e+01
-1.046028908706191061e+02,2.148871583788298878e+01
-1.046025417853257693e+02,2.148870893505959856e+01
-1.046026297032685193e+02,2.148871243562419053e+01
-1.046026997188737511e+02,2.148870597338535049e+01
-1.046025050869590700e+02,2.148872616083508902e+01
-1.046028600437409040e+02,2.148869806796978565e+01
-1.046027481302846240e+02,2.148864611606256503e+01
-1.046027028953262175e+02,2.148864942427741198e+01
-1.046028937538492869e+02,2.148866323174803128e+01
-1.046027899851548995e+02,2.148865623286168614e+01
-1.046025057253014126e+02,2.148863950816977919e+01
-1.046025557176320149e+02,2.148865134402065635e+01
-1.046028439193887323e+02,2.148865241514866398e+01
-1.046026456568685035e+02,2.148861866187785097e+01
-1.046028664564289699e+02,2.148863143300719258e+01
