-1.046027884887974864e+02,2.148860308864122715e+01
-1.046027320786252091e+02,2.148859271035079033e+01
-1.046025051161638828e+02,2.148861735210801172e+01
-1.046028423292491851e+02,2.148859949619433962e+01
-1.046025986218867700e+02,2.148860378345857924e+01
-1.046025754570916177e+02,2.148858177363570832e+01
-1.046026443989394608e+02,2.148858393384099941e+01
-1.046028660865755029e+02,2.148857835066819888e+01
-1.046028092795277331e+02,2.148856321693281402e+01
-1.046027243626315482e+02,2.148857261662277551e+01
-1.046028950886309872e+02,2.148857810657619183e+01
-1.046026115477771725e+02,2.148856474117823367e+01
-1.046025054223120065e+02,2.148857053725816257e+01
-1.046025530500248664e+02,2.148886890988631748e+01
-1.046025049545324066e+02,2.148877969207633498e+01
-1.046025054745120855e+02,2.148867173262662078e+01
-1.046027972207545531e+02,2.148892666716149691e+01
-1.046025183777802852e+02,2.148892705101555833e+01
-1.046028853083725068e+02,2.148892514392786879e+01
-1.046026859772701130e+02,2.148892671932588527e+01
-1.046025991080004331e+02,2.148892603514921618e+01
-1.046027270011331609e+02,2.148892749223927368e+01
-1.046027718966736160e+02,2.148888811629183948e+01
-1.046027491326126437e+02,2.148887987580039649e+01
-1.046026922104023242e+02,2.148884000096647995e+01
-1.046027471190433147e+02,2.148882834057884850e+01
-1.046028083075795649e+02,2.148880620628732885e+01
-1.046027065725398728e+02,2.148878908721287573e+01
-1.046026684668740785e+02,2.148878939494858642e+01
-1.046027416490446313e+02,2.148877800381439584e+01
-1.046027844215672502e+02,2.148879471070271663e+01
-1.046026853785620290e+02,2.148873286275389916e+01
-1.046027902614370930e+02,2.148871157960085299e+01
-1.046026101388795269e+02,2.148868383614747657e+01
-1.046026912479812836e+02,2.148868330657722936e+01
-1.046026423205121887e+02,2.148867282746764573e+01
-1.046027618767254239e+02,2.148867743993056934e+01
-1.046026715088676724e+02,2.148866518572131312e+01
-1.046026211155137560e+02,2.148863042506252441e+01
-1.046026896276194549e+02,2.148861052025324270e+01
-1.046027341896098051e+02,2.148861949235087820e+01
-1.046026903006499396e+02,2.148856637463358865e+01
-1.046027341817914902e+02,2.148855622345175220e+01
-1.046027726632470376e+02,2.148892547067223902e+01
-1.046027250389452234e+02,2.148887850385462883e+01
-1.046026699926364358e+02,2.148887938626487326e+01
-1.046026383541579179e+02,2.148881082170207435e+01
-1.046025506759198436e+02,2.148879137032151476e+01
-1.046025692322419189e+02,2.148870135394513170e+01
-1.046026124191092208e+02,2.148873966026726379e+01
-1.046026599095371523e+02,2.148870877902564658e+01
-1.046025503223850990e+02,2.148861239054593497e+01
-1.046028173817998379e+02,2.148861865022760753e+01
-1.046026998590442503e+02,2.148889558126475308e+01
-1.046025805277411109e+02,2.148885279283847893e+01
-1.046025710569369664e+02,2.148880879791203213e+01
-1.046026119212306469e+02,2.148884059072034347e+01
-1.046027281139544414e+02,2.148882060223777302e+01
-1.046028564397312977e+02,2.148879751209612365e+01
-1.046027027717237559e+02,2.148876355171779196e+01
-1.046027254729545177e+02,2.148872978288689239e+01
-1.046027489579736169e+02,2.148873175765465149e+01
-1.046028204984108783e+02,2.148867684844196546e+01
-1.046027751422349326e+02,2.148862776263986518e+01
-1.046027791470002626e+02,2.148856482113763633e+01
-1.046025935013845896e+02,2.148872130694436677e+01
-1.046027221967592311e+02,2.148867480196233259e+01
-1.046028962453986253e+02,2.148887342514949950e+01
-1.046028601513820888e+02,2.148884851533987472e+01
-1.046025296676878327e+02,2.148866487145474125e+01
-1.046025934911481983e+02,2.148865658382587185e+01
-1.046028459413182645e+02,2.148888950825928745e+01
-1.046028846302176447e+02,2.148890182991674536e+01
-1.046028453804077429e+02,2.148855626427674537e+01
-1.046025051353508388e+02,2.148881482915196983e+01
-1.046025110389607136e+02,2.148886352420193901e+01
-1.046025384115067141e+02,2.148883227140172636e+01
-1.046025051624272351e+02,2.148884499734458586e+01
-1.046025049076284574e+02,2.148883508052882974e+01
-1.046025045009571528e+02,2.148883640014268792e+01
-1.046025049835421328e+02,2.148882985374901722e+01
-1.046025041819340800e+02,2.148883703476476370e+01
-1.046025044940234068e+02,2.148884144965034082e+01
-1.046025041218639586e+02,2.148883895353570139e+01
-1.046029056379126700e+02,2.148871558116361413e+01
-1.046028581680261311e+02,2.148872546484041379e+01
-1.046028931521431105e+02,2.148868850080231852e+01
-1.046028957580588070e+02,2.148874897470719603e+01
-1.046025052143790930e+02,2.148883627503041183e+01
-1.046025056082192179e+02,2.148883540243687307e+01
-1.046025049907527489e+02,2.148883574312952049e+01
-1.046025045637746729e+02,2.148883759589033104e+01
-1.046025048088866924e+02,2.148883606994615647e+01
-1.046025048453016240e+02,2.148883570996380854e+01
-1.046025039624735058e+02,2.148883413248664453e+01
-1.046025050797597373e+02,2.148883288427869687e+01
-1.046025078082826525e+02,2.148859096096292021e+01
-1.046025044392661840e+02,2.148862539003364702e+01
-1.046025041675666785e+02,2.148862043973353408e+01
-1.046025049716705553e+02,2.148861851613776963e+01
-1.046025048744355530e+02,2.148861880009903658e+01
-1.046025049877408293e+02,2.148861996302633415e+01
-1.046025045007588403e+02,2.148862204221655503e+01
-1.046025047166830575e+02,2.148861868973512657e+01
-1.046025054257956697e+02,2.148861839154617215e+01
-1.046025041818181620e+02,2.148861712188892170e+01
-1.046025038170948704e+02,2.148861465479199495e+01
-1.046025050967270857e+02,2.148861370519149361e+01
-1.046025041187055677e+02,2.148861830200414502e+01
-1.046025262535841591e+02,2.148861969477837519e+01
-1.046025038816977997e+02,2.148861814404512316e+01
-1.046025046946207482e+02,2.148860846612148023e+01
-1.046025050562038388e+02,2.148861810586985044e+01
-1.046025056293874087e+02,2.148861590634698260e+01
-1.046025054645533459e+02,2.148861807477292274e+01
-1.046025042795760669e+02,2.148883648591023032e+01
-1.046025055498462564e+02,2.148883661173558224e+01
-1.046025049592396954e+02,2.148883922320698403e+01
-1.046025057311607043e+02,2.148883900127422208e+01
-1.046025185239719519e+02,2.148873172197453485e+01
-1.046025061482708054e+02,2.148870139179561534e+01
-1.046025218785638771e+02,2.148882727851243502e+01
-1.046025048568499898e+02,2.148883701850182604e+01
-1.046025051637500098e+02,2.148883685682672962e+01
-1.046025039457306036e+02,2.148873208221280962e+01
-1.046025041694854849e+02,2.148872736231054503e+01
-1.046025040343293853e+02,2.148872871698349840e+01
-1.046025044536302602e+02,2.148872064793626180e+01
-1.046025050701808823e+02,2.148871259519089705e+01
-1.046025042382735961e+02,2.148872614171551376e+01
-1.046025042425376199e+02,2.148872482815927398e+01
-1.046025325351088640e+02,2.148880477654167009e+01
-1.046025541431970538e+02,2.148880737058890844e+01
-1.046025397172969207e+02,2.148877134383783982e+01
-1.046025861857632862e+02,2.148878250364635889e+01
-1.046025627184298088e+02,2.148877830804731204e+01
-1.046025042762603903e+02,2.148872387204555068e+01
-1.046025049981348758e+02,2.148883802330837156e+01
-1.046025045600249683e+02,2.148872578435481628e+01
-1.046025786264408310e+02,2.148858017226458728e+01
-1.046025755498532277e+02,2.148857928425368158e+01
-1.046025718332494563e+02,2.148859513342504712e+01
-1.046025647527977043e+02,2.148857222848928572e+01
-1.046025034081812493e+02,2.148883911890037979e+01
-1.046025051001999913e+02,2.148883808744234614e+01
-1.046025046825857032e+02,2.148883665724448022e+01
-1.046025039626549926e+02,2.148883709462684166e+01
-1.046025041469499968e+02,2.148872693966706038e+01
-1.046025034469610517e+02,2.148867025046178370e+01
-1.046025048442603236e+02,2.148866443905642853e+01
-1.046025052841855114e+02,2.148866875986425029e+01
-1.046025780928534346e+02,2.148857841539468794e+01
-1.046025052908499902e+02,2.148872731239291056e+01
-1.046025163654967258e+02,2.148867941135010184e+01
-1.046025041273960738e+02,2.148867770223794338e+01
-1.046025045534509559e+02,2.148867262714504989e+01
-1.046025040697335697e+02,2.148867339257802556e+01
-1.046025054345282257e+02,2.148867185585444162e+01
-1.046025055001911568e+02,2.148883757547266882e+01
-1.046025053861749967e+02,2.148883798637729114e+01
-1.046025053416900050e+02,2.148883780208219818e+01
-1.046025047158737920e+02,2.148872716727573717e+01
-1.046025054010033415e+02,2.148872707442045638e+01
-1.046025057198124983e+02,2.148872619059668665e+01
-1.046025054179500131e+02,2.148872667808693393e+01
-1.046025054814999891e+02,2.148872588145653850e+01
-1.046025055450499934e+02,2.148872636894677512e+01
-1.046025055632071314e+02,2.148872604621804072e+01
-1.046025053832863563e+02,2.148872561231003786e+01
-1.046025033927767254e+02,2.148867307675790173e+01
-1.046025048847500045e+02,2.148867305532024474e+01
-1.046025055111566502e+02,2.148867352976050071e+01
-1.046025053649916572e+02,2.148867234868657050e+01
-1.046025054966309540e+02,2.148867125027650715e+01
-1.046025054978414204e+02,2.148867115515646375e+01
-1.046025054277269248e+02,2.148867163833494232e+01
-1.046025055450499934e+02,2.148867217429982190e+01
-1.046025054591716241e+02,2.148867083619213503e+01
-1.046025052696666791e+02,2.148867238831992665e+01
-1.046025057992499967e+02,2.148867191271969190e+01
-1.046025055026833286e+02,2.148867131821939225e+01
-1.046025055450499934e+02,2.148867167491957275e+01
-1.046025056213100015e+02,2.148872821189769766e+01
-1.046025042740500197e+02,2.148872696344707478e+01
-1.046025769034861952e+02,2.148857962686149037e+01
-1.046025758631249971e+02,2.148858022378838228e+01
-1.046025746810145449e+02,2.148857958456618533e+01
-1.046025071641483777e+02,2.148892757696524214e+01
-1.046025333258198913e+02,2.148892637870445554e+01
-1.046025121970124587e+02,2.148892734036727248e+01
-1.046025153981884017e+02,2.148892743164898178e+01
-1.046025181787900067e+02,2.148892809478710930e+01
-1.046025235614749818e+02,2.148892688115722294e+01
-1.046025761618100063e+02,2.148858035967415603e+01
-1.046025133122722082e+02,2.148884450276108993e+01
-1.046028824812833307e+02,2.148855515286162543e+01
